403,Common attack (Fall Landing) _ Attack Armor -- 共通攻撃【転倒着地】_攻撃防具,0,0,0,0,System.Byte[],203,0,0,0,9,0,System.Byte[]
0,For testing -- テスト用,0,0,0,0,System.Byte[],0,-1,0,0,0,0,System.Byte[]
4,Automatic Patrol object Destruction attack -- 自動巡回用オブジェ破壊攻撃,0,0,0,1,System.Byte[],4,-1,0,0,5,0,System.Byte[]
6,,0,0,0,1,System.Byte[],6,-1,0,0,5,0,System.Byte[]
8,,0,0,0,1,System.Byte[],8,-1,0,0,5,0,System.Byte[]
10,Pc_ Common _ Egg attack -- PC_共通_卵攻撃,0,0,0,0,System.Byte[],10,-1,20,0,5,0,System.Byte[]
30,,0,0,0,1,System.Byte[],30,-1,0,0,5,0,System.Byte[]
100,Pc_ Common _ Falling -- PC_共通_落下,0,0,0,0,System.Byte[],100,-1,0,0,0,0,System.Byte[]
400,Common attack [falling] _ Attack Armor -- 共通攻撃【落下】_攻撃防具,0,0,0,0,System.Byte[],200,0,0,0,9,0,System.Byte[]
401,Common attack [Landing] _ Attack Armor -- 共通攻撃【着地】_攻撃防具,0,0,0,0,System.Byte[],201,0,0,0,9,0,System.Byte[]
402,Common attack [Thud landing] _ attack Armor -- 共通攻撃【ドスン着地】_攻撃防具,0,0,0,0,System.Byte[],202,0,0,0,9,0,System.Byte[]
404,Common attack [Rolling] _ Attack Armor -- 共通攻撃【ローリング】_攻撃防具,0,0,0,0,System.Byte[],204,0,0,0,5,0,System.Byte[]
405,Common attack [Summon] _ Attack Armor -- 共通攻撃【召喚】_攻撃防具,0,0,0,0,System.Byte[],205,0,0,0,5,0,System.Byte[]
406,Common attack [falling on back] _ Attack Armor -- 共通攻撃【仰向け落下】_攻撃防具,0,0,0,0,System.Byte[],206,0,0,0,5,0,System.Byte[]
410,Common attack [Push] _ Attack Armor -- 共通攻撃【プッシュ】_攻撃防具,0,0,0,0,System.Byte[],210,0,0,0,5,0,System.Byte[]
411,Common attack [later blows] _ attack Armor -- 共通攻撃【後へ吹っ飛ぶ】_攻撃防具,0,0,0,0,System.Byte[],211,0,0,0,5,0,System.Byte[]
412,Common attack [吹tsu飛bimasu] _ Attack Armor -- 共通攻撃【前に吹っ飛び】_攻撃防具,0,0,0,0,System.Byte[],212,0,0,0,5,0,System.Byte[]
413,Common attacks [after push] _ attack Armor -- 共通攻撃【プッシュ後】_攻撃防具,0,0,0,0,System.Byte[],213,0,0,0,5,0,System.Byte[]
420,Common attack [throwing] _ Attack armor -- 共通攻撃【投げ】_攻撃防具,0,0,0,0,System.Byte[],220,0,0,0,5,0,System.Byte[]
421,Common attack [Strong throw] _ Attack Armor -- 共通攻撃【強投げ】_攻撃防具,0,0,0,0,System.Byte[],221,0,0,0,5,0,System.Byte[]
422,Common attack [Paris slams] _ Attack armor -- 共通攻撃【パリィ叩きつけ】_攻撃防具,0,0,0,0,System.Byte[],222,0,0,0,5,0,System.Byte[]
430,[Thorns] Ladder - Right Punch,0,0,0,0,System.Byte[],40,0,20,0,5,0,System.Byte[]
431,[Thorns] Ladder - Right Kick,0,0,0,0,System.Byte[],41,0,20,0,9,0,System.Byte[]
440,[Thorns] Ladder - Left Punch,0,0,0,0,System.Byte[],42,0,20,0,5,0,System.Byte[]
441,[Thorns] Ladder - Left Kick,0,0,0,0,System.Byte[],43,0,20,0,9,0,System.Byte[]
442,Common attack [Ladder _ slide down] Attack armor -- 共通攻撃【ハシゴ_滑り降り】攻撃防具,0,0,0,0,System.Byte[],44,0,0,0,5,0,System.Byte[]
500,Common attack [falling] -- 共通攻撃【落下】,0,0,0,0,System.Byte[],300,0,0,0,9,0,System.Byte[]
501,Common attack [landing] -- 共通攻撃【着地】,0,0,0,0,System.Byte[],301,0,0,0,9,0,System.Byte[]
502,Common attack [Thud landing] -- 共通攻撃【ドスン着地】,0,0,0,0,System.Byte[],302,0,0,0,9,0,System.Byte[]
503,Common attack (Fall Landing) -- 共通攻撃【転倒着地】,0,0,0,0,System.Byte[],303,0,0,0,9,0,System.Byte[]
504,Common attack [rolling] -- 共通攻撃【ローリング】,0,0,0,0,System.Byte[],304,0,0,0,5,0,System.Byte[]
505,Common attack [Summon] -- 共通攻撃【召喚】,0,0,0,0,System.Byte[],305,0,0,0,5,0,System.Byte[]
506,Common attack [falling on back] -- 共通攻撃【仰向け落下】,0,0,0,0,System.Byte[],306,0,0,0,5,0,System.Byte[]
510,Common attack [push] -- 共通攻撃【プッシュ】,0,0,0,0,System.Byte[],310,0,0,0,5,0,System.Byte[]
511,Common attack [later blows] -- 共通攻撃【後へ吹っ飛ぶ】,0,0,0,0,System.Byte[],311,0,0,0,5,0,System.Byte[]
512,Common attack [吹tsu飛bimasu] -- 共通攻撃【前に吹っ飛び】,0,0,0,0,System.Byte[],312,0,0,0,5,0,System.Byte[]
513,Common attack after push -- 共通攻撃【プッシュ後】,0,0,0,0,System.Byte[],313,0,0,0,5,0,System.Byte[]
520,Common attack [throwing] -- 共通攻撃【投げ】,0,0,0,0,System.Byte[],320,0,0,0,5,0,System.Byte[]
521,Common attack [strong throw] -- 共通攻撃【強投げ】,0,0,0,0,System.Byte[],321,0,0,0,5,0,System.Byte[]
522,Common attack [Paris slams] -- 共通攻撃【パリィ叩きつけ】,0,0,0,0,System.Byte[],322,0,0,0,5,0,System.Byte[]
530,Common attack [Ladder _ right Punch] -- 共通攻撃【ハシゴ_右パンチ】,0,0,0,0,System.Byte[],40,0,20,0,5,0,System.Byte[]
531,Common attack [ladder _ Right Kick] -- 共通攻撃【ハシゴ_右キック】,0,0,0,0,System.Byte[],41,0,20,0,9,0,System.Byte[]
